TXN000011,CUST6105,Neha Singh,Female,52,Current,BR114,Fort Branch,Mumbai,2024-07-07,20:52:33.0000000,Withdrawal,Branch,2795.85009765625,265233.75,262437.90625,Travel,Success,Tablet,0,36,1,850,0-3 LPA,HNI
TXN000012,CUST3591,Siddharth Rao,Male,32,Savings,BR106,Shivajinagar Branch,Pune,2025-06-09,13:31:30.0000000,Transfer,ATM,23084.109375,198534.046875,221618.15625,E-commerce,Success,Desktop,1,15,0,518,3-6 LPA,Premium
TXN000013,CUST5431,Priya Nair,Female,24,Savings,BR120,MG Road Branch,Bengaluru,2024-12-14,05:26:47.0000000,Transfer,Mobile Banking,799.330017089844,321525.40625,322324.75,Dining,Success,Tablet,0,52,1,302,10-20 LPA,Premium
TXN000014,CUST7983,Ishita Jain,Female,27,Current,BR118,Fort Branch,Chennai,2025-06-04,04:20:22.0000000,Deposit,Mobile Banking,12507.6904296875,326524.875,339032.59375,Healthcare,Pending,iPhone,1,49,0,501,6-10 LPA,HNI
TXN000015,CUST8405,Rahul Mehta,Male,22,Savings,BR111,Fort Branch,Chennai,2025-08-20,04:56:58.0000000,Transfer,POS,62724.9609375,146332.90625,209057.875,Retail,Pending,Desktop,0,40,0,883,0-3 LPA,Corporate
TXN000016,CUST5467,Arjun Deshmukh,Male,62,Current,BR113,Shivajinagar Branch,Chennai,2025-05-22,07:27:31.0000000,Withdrawal,ATM,97964.421875,367170.90625,269206.5,Education,Success,Android,1,78,1,591,10-20 LPA,Corporate
TXN000017,CUST5141,Aditi Mishra,Female,39,Savings,BR119,Shivajinagar Branch,Chennai,2025-03-10,23:31:29.0000000,Deposit,UPI,88304.3671875,320817.84375,409122.21875,Travel,Pending,iPhone,0,90,1,771,0-3 LPA,Premium
TXN000018,CUST2889,Aditi Mishra,Female,58,Savings,BR109,Shivajinagar Branch,Hyderabad,2024-09-29,02:42:26.0000000,Withdrawal,POS,50957.6015625,259009.703125,208052.109375,Travel,Failed,Tablet,1,75,0,726,6-10 LPA,Retail
TXN000019,CUST8133,Ananya Gupta,Female,31,Current,BR116,MG Road Branch,Ahmedabad,2024-03-17,11:17:57.0000000,Transfer,ATM,57729.26953125,439004.5625,496733.8125,E-commerce,Success,Tablet,0,53,1,688,6-10 LPA,Corporate
TXN000020,CUST6417,Priya Nair,Female,27,Savings,BR104,Banjara Hills Branch,Bengaluru,2025-06-30,21:11:57.0000000,Payment,ATM,64627.98828125,220512,155884.015625,Dining,Success,Tablet,1,70,1,796,10-20 LPA,HNI
TXN000021,CUST8657,Sneha Kulkarni,Female,27,Savings,BR102,MG Road Branch,Pune,2024-11-08,02:56:24.0000000,Transfer,Internet Banking,27349.66015625,498112.65625,525462.3125,Grocery,Pending,iPhone,0,95,0,695,6-10 LPA,HNI
TXN000022,CUST4865,Vikram Reddy,Male,26,Current,BR117,MG Road Branch,Kolkata,2024-06-30,01:48:20.0000000,Transfer,Branch,75875.0234375,437807.34375,513682.34375,Utilities,Pending,Desktop,0,68,1,695,20+ LPA,Retail
TXN000023,CUST9541,Priya Nair,Female,65,Current,BR119,Shivajinagar Branch,Hyderabad,2025-12-31,02:51:12.0000000,Transfer,Mobile Banking,77679.5078125,224808.734375,302488.25,Utilities,Failed,Tablet,1,8,0,681,3-6 LPA,HNI
TXN000024,CUST3330,Rohan Joshi,Male,47,Savings,BR104,MG Road Branch,Hyderabad,2024-05-24,03:28:47.0000000,Deposit,ATM,46855.76171875,151325.953125,198181.703125,Utilities,Success,Tablet,0,54,1,703,10-20 LPA,Premium
TXN000025,CUST4568,Arjun Deshmukh,Male,57,Savings,BR114,Fort Branch,Mumbai,2025-08-13,09:51:39.0000000,Deposit,UPI,85718.25,208422.046875,294140.3125,Healthcare,Failed,Tablet,0,64,1,697,10-20 LPA,Corporate
TXN000026,CUST9879,Aditi Mishra,Female,32,Current,BR109,Connaught Place Branch,Pune,2024-07-30,22:41:12.0000000,Payment,POS,28670.4609375,230111.421875,201440.953125,Healthcare,Pending,Desktop,0,48,1,348,0-3 LPA,Corporate
TXN000027,CUST3797,Karan Malhotra,Male,56,Savings,BR114,Connaught Place Branch,Chennai,2024-10-05,06:01:48.0000000,Payment,POS,59676.03125,168437.703125,108761.6796875,Utilities,Success,iPhone,0,84,1,465,20+ LPA,HNI
TXN000028,CUST6819,Arjun Deshmukh,Male,37,Current,BR113,MG Road Branch,Chennai,2025-06-25,04:30:25.0000000,Withdrawal,Mobile Banking,33653.55859375,47577.75,13924.1904296875,Dining,Pending,iPhone,0,82,1,847,3-6 LPA,Corporate
TXN000029,CUST7835,Pooja Yadav,Female,23,Current,BR108,Connaught Place Branch,Ahmedabad,2024-03-09,12:56:35.0000000,Payment,Internet Banking,68858.0390625,147533.640625,78675.6015625,Utilities,Failed,Desktop,0,13,1,695,10-20 LPA,Corporate
TXN000030,CUST5304,Aditya Verma,Male,22,Current,BR113,Banjara Hills Branch,Bengaluru,2025-05-17,04:16:04.0000000,Payment,POS,94210.4609375,490419.5,396209.03125,Healthcare,Success,Android,1,84,1,409,0-3 LPA,Retail
TXN000031,CUST1053,Sneha Kulkarni,Female,37,Savings,BR107,Fort Branch,Bengaluru,2025-07-21,10:02:14.0000000,Transfer,ATM,40028.94140625,8094.669921875,48123.609375,E-commerce,Success,Tablet,0,50,0,559,6-10 LPA,Retail
TXN000032,CUST6259,Pooja Yadav,Female,37,Savings,BR104,Fort Branch,Delhi,2024-02-23,00:46:07.0000000,Transfer,Branch,4770.580078125,122797.3125,127567.890625,Utilities,Pending,Desktop,0,64,0,872,3-6 LPA,HNI
TXN000033,CUST3616,Arjun Deshmukh,Male,27,Savings,BR106,Fort Branch,Pune,2025-08-14,16:30:01.0000000,Withdrawal,ATM,38061.12109375,454565.03125,416503.90625,Grocery,Pending,iPhone,0,42,1,815,6-10 LPA,Corporate
TXN000034,CUST8993,Karan Malhotra,Male,61,Savings,BR118,MG Road Branch,Bengaluru,2024-05-06,12:16:33.0000000,Payment,Mobile Banking,59815.33984375,119425.0234375,59609.6796875,E-commerce,Pending,Desktop,1,77,1,842,0-3 LPA,HNI
TXN000035,CUST4830,Meera Kapoor,Female,41,Current,BR104,Shivajinagar Branch,Pune,2025-03-22,23:19:37.0000000,Deposit,ATM,74916.2265625,21370.689453125,96286.921875,Utilities,Failed,Android,0,37,1,437,3-6 LPA,Premium
TXN000036,CUST5485,Tanvi Patil,Female,49,Savings,BR102,Connaught Place Branch,Hyderabad,2024-09-07,10:57:37.0000000,Payment,ATM,89150.7109375,237229.09375,148078.390625,Utilities,Pending,iPhone,0,51,0,627,3-6 LPA,Retail
TXN000037,CUST3964,Aditi Mishra,Female,29,Savings,BR105,Shivajinagar Branch,Ahmedabad,2024-03-20,17:02:44.0000000,Withdrawal,Internet Banking,28565.720703125,111711.421875,83145.703125,Retail,Failed,Android,1,16,0,337,10-20 LPA,Retail
TXN000038,CUST4793,Kavya Iyer,Female,60,Current,BR109,Shivajinagar Branch,Hyderabad,2024-04-29,03:02:55.0000000,Transfer,UPI,21801.919921875,268053.875,289855.8125,Dining,Failed,iPhone,0,48,1,484,20+ LPA,Retail
TXN000039,CUST7852,Ishita Jain,Female,57,Current,BR111,MG Road Branch,Ahmedabad,2025-07-29,00:13:29.0000000,Transfer,Internet Banking,40442.21875,203182.671875,243624.890625,Dining,Failed,Tablet,0,51,0,814,3-6 LPA,Retail
TXN000040,CUST9693,Neha Singh,Female,46,Savings,BR102,Fort Branch,Chennai,2024-10-31,16:41:11.0000000,Transfer,Internet Banking,69666.921875,342109.40625,411776.3125,Retail,Failed,Desktop,0,7,0,848,20+ LPA,Corporate
TXN000041,CUST1318,Neha Singh,Female,60,Current,BR107,MG Road Branch,Chennai,2024-03-31,11:19:29.0000000,Transfer,Branch,39422.7890625,365236.625,404659.40625,Education,Success,Desktop,0,100,0,528,3-6 LPA,Premium
TXN000042,CUST8517,Vivaan Patel,Male,27,Savings,BR111,Connaught Place Branch,Hyderabad,2024-08-13,17:21:47.0000000,Deposit,Mobile Banking,98504.6484375,149265.515625,247770.15625,Utilities,Success,Desktop,0,12,1,313,10-20 LPA,Corporate
TXN000043,CUST1245,Aarav Sharma,Male,27,Savings,BR110,MG Road Branch,Kolkata,2024-01-20,12:13:28.0000000,Payment,UPI,58294.9296875,443409.34375,385114.40625,Grocery,Failed,iPhone,0,1,1,506,3-6 LPA,Premium
TXN000044,CUST4508,Priya Nair,Female,48,Savings,BR118,Banjara Hills Branch,Bengaluru,2025-05-16,06:33:37.0000000,Deposit,UPI,29196.939453125,287193.21875,316390.15625,Utilities,Success,Tablet,0,12,1,820,0-3 LPA,Corporate
TXN000045,CUST2991,Vivaan Patel,Male,33,Current,BR105,Connaught Place Branch,Kolkata,2024-10-12,05:26:57.0000000,Transfer,UPI,5671.72998046875,367199.21875,372870.96875,Grocery,Success,iPhone,1,1,0,584,0-3 LPA,HNI
TXN000046,CUST6727,Pooja Yadav,Female,45,Savings,BR103,Shivajinagar Branch,Chennai,2024-03-12,12:29:06.0000000,Deposit,UPI,48227.890625,265802.9375,314030.8125,Grocery,Failed,Android,0,44,0,668,0-3 LPA,HNI
TXN000047,CUST4535,Aditi Mishra,Female,40,Current,BR111,Shivajinagar Branch,Pune,2025-05-05,09:00:47.0000000,Deposit,Internet Banking,95451.75,354923.78125,450375.53125,Grocery,Success,iPhone,1,48,1,876,10-20 LPA,Corporate
TXN000048,CUST2130,Vikram Reddy,Male,53,Current,BR111,MG Road Branch,Kolkata,2024-02-21,11:43:05.0000000,Transfer,Internet Banking,33019.23828125,172774.203125,205793.4375,Grocery,Success,Desktop,1,34,1,384,10-20 LPA,Retail
TXN000049,CUST7946,Neha Singh,Female,45,Current,BR115,Shivajinagar Branch,Ahmedabad,2025-06-09,15:57:55.0000000,Withdrawal,Mobile Banking,78694.5703125,302644.25,223949.6875,Grocery,Pending,iPhone,0,20,0,605,20+ LPA,Premium
TXN000050,CUST2908,Ananya Gupta,Female,31,Current,BR117,Banjara Hills Branch,Ahmedabad,2024-03-08,02:56:51.0000000,Withdrawal,Mobile Banking,9263.3896484375,239690.03125,230426.640625,Dining,Success,Tablet,1,10,1,365,10-20 LPA,Premium
TXN000051,CUST3422,Rohan Joshi,Male,64,Savings,BR119,Shivajinagar Branch,Bengaluru,2025-11-20,23:20:50.0000000,Deposit,UPI,73365.25,377344.53125,450709.78125,Dining,Success,Tablet,0,13,0,716,0-3 LPA,Retail
TXN000052,CUST6442,Pooja Yadav,Female,50,Savings,BR101,Connaught Place Branch,Bengaluru,2025-11-26,19:13:13.0000000,Deposit,POS,56615.26171875,172828.65625,229443.90625,Utilities,Failed,Desktop,0,62,1,662,10-20 LPA,Retail
TXN000053,CUST4962,Kavya Iyer,Female,55,Current,BR109,Fort Branch,Bengaluru,2024-07-27,20:54:36.0000000,Payment,Mobile Banking,79002.2421875,429570.21875,350567.96875,Retail,Pending,Desktop,1,72,1,425,3-6 LPA,HNI
TXN000054,CUST9214,Priya Nair,Female,28,Savings,BR113,Banjara Hills Branch,Kolkata,2024-12-22,08:25:23.0000000,Withdrawal,Branch,92097.046875,470397.40625,378300.375,Education,Pending,Desktop,0,71,0,786,20+ LPA,Corporate
TXN000055,CUST4868,Ananya Gupta,Female,62,Current,BR105,Connaught Place Branch,Mumbai,2025-09-11,23:41:58.0000000,Payment,POS,72979.8828125,197523.640625,124543.7578125,Healthcare,Failed,Tablet,0,97,0,391,0-3 LPA,HNI
TXN000056,CUST7894,Vikram Reddy,Male,31,Savings,BR107,Connaught Place Branch,Ahmedabad,2025-12-31,14:24:28.0000000,Transfer,UPI,86427.640625,161395.484375,247823.125,E-commerce,Pending,Tablet,0,27,0,798,6-10 LPA,HNI
TXN000057,CUST9617,Sneha Kulkarni,Female,60,Current,BR118,Banjara Hills Branch,Mumbai,2024-07-11,08:33:35.0000000,Deposit,UPI,69293.4921875,278946.375,348239.875,E-commerce,Success,iPhone,0,66,0,894,20+ LPA,Premium
TXN000058,CUST7403,Tanvi Patil,Female,54,Current,BR107,MG Road Branch,Mumbai,2025-06-24,09:37:14.0000000,Payment,Branch,83862.90625,350792.71875,266929.8125,Education,Failed,Desktop,0,33,0,685,0-3 LPA,Premium
TXN000059,CUST7260,Priya Nair,Female,64,Current,BR101,Banjara Hills Branch,Ahmedabad,2024-09-16,04:21:02.0000000,Payment,ATM,86188.078125,274068.59375,187880.515625,Education,Failed,Android,1,57,0,552,6-10 LPA,HNI
TXN000060,CUST4905,Ananya Gupta,Female,37,Current,BR102,Shivajinagar Branch,Pune,2024-09-15,20:03:18.0000000,Deposit,POS,66476.1796875,329181.1875,395657.375,Utilities,Success,iPhone,0,70,1,595,6-10 LPA,HNI
TXN000061,CUST5208,Sneha Kulkarni,Female,49,Savings,BR107,Connaught Place Branch,Pune,2025-09-24,01:05:57.0000000,Payment,Branch,86354.9921875,469459.875,383104.875,Dining,Success,Desktop,0,29,1,417,20+ LPA,Retail
TXN000062,CUST5089,Vikram Reddy,Male,44,Savings,BR113,MG Road Branch,Ahmedabad,2024-01-24,02:02:01.0000000,Deposit,Branch,98497.546875,81940.1796875,180437.734375,E-commerce,Failed,Android,0,21,1,887,6-10 LPA,Retail
TXN000063,CUST3164,Nikhil Chavan,Male,43,Savings,BR108,Connaught Place Branch,Chennai,2025-08-01,05:31:39.0000000,Payment,UPI,98650.6328125,51995.73046875,0,Travel,Pending,Desktop,1,36,0,593,20+ LPA,Corporate
TXN000064,CUST9468,Neha Singh,Female,23,Savings,BR102,Connaught Place Branch,Bengaluru,2024-10-20,08:16:34.0000000,Transfer,POS,36562.73046875,9565.7998046875,46128.53125,Dining,Failed,Android,0,44,1,662,3-6 LPA,Premium
TXN000065,CUST5192,Neha Singh,Female,42,Current,BR112,Shivajinagar Branch,Hyderabad,2025-01-06,02:00:15.0000000,Payment,POS,8770.16015625,85775.046875,77004.890625,Dining,Pending,Tablet,0,70,1,382,0-3 LPA,Premium
TXN000066,CUST9035,Ananya Gupta,Female,32,Savings,BR107,MG Road Branch,Hyderabad,2024-02-19,11:37:32.0000000,Transfer,Mobile Banking,56017.03125,476548.46875,532565.5,Dining,Success,iPhone,1,72,1,585,20+ LPA,Retail
TXN000067,CUST5864,Sneha Kulkarni,Female,64,Current,BR103,Shivajinagar Branch,Chennai,2024-02-03,00:55:10.0000000,Transfer,Internet Banking,41955.33984375,315729.09375,357684.4375,Utilities,Success,Desktop,0,81,1,843,10-20 LPA,Corporate
TXN000068,CUST6763,Aditya Verma,Male,51,Current,BR119,Connaught Place Branch,Hyderabad,2024-08-17,12:01:22.0000000,Transfer,POS,1202.81994628906,481348.875,482551.6875,Utilities,Success,Android,0,50,1,514,20+ LPA,Retail
TXN000069,CUST5276,Ananya Gupta,Female,33,Savings,BR101,Banjara Hills Branch,Mumbai,2024-05-23,16:36:08.0000000,Withdrawal,ATM,89075.6015625,206200.125,117124.5234375,Dining,Failed,Desktop,1,44,1,661,10-20 LPA,Premium
TXN000070,CUST6354,Nikhil Chavan,Male,45,Savings,BR117,Shivajinagar Branch,Hyderabad,2024-07-18,07:59:37.0000000,Transfer,POS,57839.76953125,270656.46875,328496.25,Healthcare,Pending,Android,0,17,1,474,6-10 LPA,HNI
TXN000071,CUST4341,Karan Malhotra,Male,25,Current,BR111,Fort Branch,Pune,2025-05-29,11:47:55.0000000,Withdrawal,ATM,4612.8798828125,267951.84375,263338.9375,Healthcare,Success,iPhone,0,80,1,507,6-10 LPA,Premium
TXN000072,CUST3093,Rohan Joshi,Male,52,Current,BR101,Banjara Hills Branch,Mumbai,2024-01-31,01:50:46.0000000,Withdrawal,Internet Banking,60464.44140625,261184.203125,200719.765625,Travel,Failed,Desktop,0,3,1,672,6-10 LPA,Corporate
TXN000073,CUST1957,Pooja Yadav,Female,33,Savings,BR115,MG Road Branch,Chennai,2024-08-08,18:32:09.0000000,Withdrawal,UPI,72987.28125,20085.25,0,Travel,Success,iPhone,0,67,1,348,0-3 LPA,Corporate
TXN000074,CUST8574,Aarav Sharma,Male,63,Current,BR101,Banjara Hills Branch,Hyderabad,2025-04-09,22:43:15.0000000,Deposit,Branch,12001.51953125,487411.375,499412.875,E-commerce,Pending,Desktop,0,81,1,818,6-10 LPA,HNI
TXN000075,CUST4662,Tanvi Patil,Female,59,Current,BR106,MG Road Branch,Chennai,2024-02-09,17:43:10.0000000,Withdrawal,Mobile Banking,78077.28125,22816.109375,0,Utilities,Failed,Tablet,0,92,1,563,10-20 LPA,Corporate
TXN000076,CUST8422,Vivaan Patel,Male,27,Savings,BR105,MG Road Branch,Hyderabad,2024-09-03,08:14:00.0000000,Payment,POS,10193.6103515625,418602.9375,408409.34375,Dining,Success,Android,0,19,1,373,3-6 LPA,Corporate
TXN000077,CUST6482,Ananya Gupta,Female,34,Savings,BR106,MG Road Branch,Kolkata,2025-06-23,15:01:21.0000000,Withdrawal,UPI,15349.48046875,198123.515625,182774.03125,Retail,Success,Desktop,0,91,0,854,20+ LPA,Corporate
TXN000078,CUST3910,Vikram Reddy,Male,22,Savings,BR116,Connaught Place Branch,Delhi,2025-07-29,12:34:09.0000000,Deposit,Mobile Banking,14932.330078125,273174.4375,288106.78125,Utilities,Success,Tablet,0,19,1,607,10-20 LPA,HNI
TXN000079,CUST9022,Rahul Mehta,Male,55,Current,BR111,Connaught Place Branch,Chennai,2025-01-31,02:19:50.0000000,Payment,Mobile Banking,90971.8203125,191642.578125,100670.7578125,Education,Failed,Desktop,0,65,1,771,20+ LPA,HNI
TXN000080,CUST2732,Karan Malhotra,Male,40,Current,BR109,Shivajinagar Branch,Kolkata,2025-03-11,06:45:25.0000000,Payment,POS,63055.19921875,222495.578125,159440.375,Grocery,Failed,Android,1,48,1,407,0-3 LPA,Corporate
TXN000081,CUST1090,Siddharth Rao,Male,25,Current,BR119,Shivajinagar Branch,Delhi,2024-10-30,03:08:42.0000000,Payment,Internet Banking,26650.580078125,199140.453125,172489.875,Grocery,Success,Desktop,0,14,0,493,3-6 LPA,HNI
TXN000082,CUST1382,Vikram Reddy,Male,60,Current,BR120,Connaught Place Branch,Chennai,2025-11-25,23:46:15.0000000,Transfer,Mobile Banking,24962.169921875,303853.28125,328815.4375,E-commerce,Failed,iPhone,0,23,1,355,20+ LPA,Corporate
TXN000083,CUST8564,Siddharth Rao,Male,28,Savings,BR107,MG Road Branch,Chennai,2025-06-19,16:16:10.0000000,Payment,UPI,81861.203125,190371.15625,108509.953125,Travel,Success,Android,0,56,1,698,0-3 LPA,Retail
TXN000084,CUST8527,Kavya Iyer,Female,52,Savings,BR105,Fort Branch,Pune,2025-12-19,23:50:14.0000000,Withdrawal,Branch,43714.48828125,189027.328125,145312.84375,Utilities,Pending,iPhone,0,73,1,769,20+ LPA,Premium
TXN000085,CUST8947,Karan Malhotra,Male,56,Current,BR106,Banjara Hills Branch,Delhi,2025-09-11,10:34:49.0000000,Payment,POS,69621.46875,379350.3125,309728.84375,E-commerce,Success,iPhone,0,55,0,372,10-20 LPA,Corporate
TXN000086,CUST5201,Arjun Deshmukh,Male,43,Savings,BR110,MG Road Branch,Hyderabad,2025-07-13,22:24:02.0000000,Transfer,Internet Banking,20860.189453125,140344.890625,161205.078125,Education,Failed,Tablet,0,57,1,558,3-6 LPA,HNI
TXN000087,CUST6144,Sneha Kulkarni,Female,39,Savings,BR117,Fort Branch,Chennai,2024-10-06,12:59:52.0000000,Withdrawal,POS,64828.75,92455.390625,27626.640625,E-commerce,Pending,Desktop,0,5,0,583,20+ LPA,Premium
TXN000088,CUST4828,Sneha Kulkarni,Female,36,Savings,BR102,Banjara Hills Branch,Hyderabad,2025-10-20,04:27:11.0000000,Deposit,Branch,7209.31005859375,214499.84375,221709.15625,Utilities,Success,Desktop,0,50,1,479,6-10 LPA,Retail
TXN000089,CUST2247,Ananya Gupta,Female,57,Savings,BR114,Connaught Place Branch,Ahmedabad,2025-05-07,00:50:53.0000000,Transfer,POS,9841.7099609375,335970.21875,345811.9375,Healthcare,Success,Tablet,1,15,0,539,20+ LPA,Corporate
TXN000090,CUST7400,Siddharth Rao,Male,49,Savings,BR102,MG Road Branch,Hyderabad,2025-02-20,19:51:26.0000000,Payment,UPI,43309.21875,243776.125,200466.90625,Grocery,Failed,Android,1,67,0,382,0-3 LPA,Retail
TXN000091,CUST2054,Kavya Iyer,Female,29,Current,BR101,Connaught Place Branch,Mumbai,2025-05-11,21:55:53.0000000,Payment,POS,42002.44921875,140915.421875,98912.96875,Healthcare,Success,Desktop,0,62,1,676,0-3 LPA,Corporate
TXN000092,CUST9351,Ananya Gupta,Female,46,Current,BR107,Fort Branch,Chennai,2024-08-10,17:16:40.0000000,Withdrawal,Mobile Banking,61175.41015625,235433.796875,174258.390625,Education,Failed,iPhone,0,82,1,459,6-10 LPA,HNI
TXN000093,CUST3205,Aarav Sharma,Male,25,Savings,BR120,Banjara Hills Branch,Mumbai,2025-08-07,08:49:37.0000000,Withdrawal,UPI,56265.51171875,255589.234375,199323.71875,Healthcare,Pending,iPhone,0,45,0,605,20+ LPA,HNI
TXN000094,CUST2277,Neha Singh,Female,53,Savings,BR107,Fort Branch,Ahmedabad,2025-04-23,07:58:47.0000000,Withdrawal,Branch,96556.4296875,221785.109375,125228.6796875,Healthcare,Pending,Tablet,0,92,0,836,10-20 LPA,HNI
TXN000095,CUST8071,Pooja Yadav,Female,63,Savings,BR118,MG Road Branch,Bengaluru,2024-09-02,04:50:59.0000000,Transfer,UPI,73686.1484375,210968.265625,284654.40625,Education,Pending,Android,0,67,1,541,10-20 LPA,HNI
TXN000096,CUST1224,Karan Malhotra,Male,21,Savings,BR119,Banjara Hills Branch,Ahmedabad,2024-08-23,23:31:13.0000000,Payment,UPI,47106.8515625,470759.9375,423653.09375,Dining,Success,Android,0,47,1,636,20+ LPA,HNI
TXN000097,CUST6503,Karan Malhotra,Male,39,Savings,BR119,Connaught Place Branch,Kolkata,2025-08-28,05:34:25.0000000,Payment,Mobile Banking,1358.31994628906,289840.21875,288481.875,Healthcare,Success,Android,0,39,0,418,3-6 LPA,HNI
TXN000098,CUST6893,Meera Kapoor,Female,33,Savings,BR119,Fort Branch,Delhi,2025-02-24,17:48:40.0000000,Payment,Internet Banking,68199.890625,180855.8125,112655.921875,Utilities,Pending,iPhone,0,83,0,716,6-10 LPA,HNI
TXN000099,CUST5911,Aditya Verma,Male,47,Current,BR108,Shivajinagar Branch,Mumbai,2025-07-19,14:34:02.0000000,Transfer,UPI,89783.3984375,419168.09375,508951.5,Retail,Failed,iPhone,1,70,0,519,6-10 LPA,Premium
TXN000100,CUST1664,Rohan Joshi,Male,63,Savings,BR103,Shivajinagar Branch,Chennai,2024-02-08,21:37:44.0000000,Deposit,ATM,53595.6796875,103423.6484375,157019.328125,Education,Pending,Tablet,0,19,0,545,20+ LPA,HNI
TXN000101,CUST3536,Nikhil Chavan,Male,28,Savings,BR116,Shivajinagar Branch,Chennai,2024-02-03,09:23:17.0000000,Payment,POS,65391.51171875,164450.40625,99058.890625,Healthcare,Success,Desktop,0,20,0,698,20+ LPA,Premium
TXN000102,CUST7461,Karan Malhotra,Male,40,Current,BR120,MG Road Branch,Hyderabad,2025-10-06,11:58:16.0000000,Transfer,Mobile Banking,45946.359375,295800.71875,341747.0625,Grocery,Success,Tablet,0,9,0,833,3-6 LPA,Retail
TXN000103,CUST7502,Vikram Reddy,Male,46,Current,BR112,Banjara Hills Branch,Hyderabad,2025-04-04,17:26:38.0000000,Transfer,ATM,10343.66015625,459102.75,469446.40625,Education,Pending,Android,0,66,0,641,0-3 LPA,Corporate
TXN000104,CUST7260,Kavya Iyer,Female,62,Current,BR102,Banjara Hills Branch,Delhi,2024-12-13,16:12:40.0000000,Deposit,ATM,52062.55859375,142767.15625,194829.71875,Healthcare,Failed,Desktop,1,55,1,397,20+ LPA,Corporate
TXN000105,CUST5273,Kavya Iyer,Female,32,Savings,BR107,Banjara Hills Branch,Bengaluru,2025-04-05,04:10:45.0000000,Payment,Branch,19234.609375,36323.73828125,17089.130859375,Dining,Success,iPhone,0,82,1,689,20+ LPA,Premium
TXN000106,CUST4130,Priya Nair,Female,45,Savings,BR114,Shivajinagar Branch,Mumbai,2024-11-25,04:53:46.0000000,Payment,POS,70763.40625,472313.09375,401549.6875,Travel,Pending,Android,0,30,1,327,0-3 LPA,Corporate
TXN000107,CUST4763,Sneha Kulkarni,Female,21,Savings,BR102,MG Road Branch,Delhi,2025-08-05,03:27:09.0000000,Transfer,POS,31980.310546875,277724.90625,309705.21875,Grocery,Pending,iPhone,1,39,0,685,6-10 LPA,Corporate
TXN000108,CUST6577,Ananya Gupta,Female,62,Savings,BR113,Shivajinagar Branch,Mumbai,2024-10-23,08:54:06.0000000,Withdrawal,ATM,58789.98046875,324205.59375,265415.625,Utilities,Success,iPhone,1,44,1,440,0-3 LPA,HNI
TXN000109,CUST1611,Siddharth Rao,Male,27,Current,BR120,Connaught Place Branch,Mumbai,2024-09-16,03:41:54.0000000,Deposit,UPI,92788.4765625,302714.40625,395502.875,Utilities,Failed,iPhone,0,16,1,799,6-10 LPA,Premium
